tSNE_1,tSNE_2,KMeans_Profile,Customer_Profile
58.794064,-19.32726,2,2
-18.06742,55.529877,1,1
34.421204,-11.307444,3,2
26.43546,-21.448475,3,2
14.7465315,64.54938,2,5
-21.706257,-35.16886,0,5
1.3142089,16.558064,1,5
1.2770362,61.481365,1,1
-2.0456436,-27.703619,3,3
18.37785,-20.60532,3,3
21.27323,44.493618,1,5
-53.47111,-26.343115,0,4
-49.816574,17.308174,0,1
6.2997518,-10.716212,3,3
62.0581,0.6164635,2,2
-41.379868,-3.4699295,0,1
-19.001177,67.86922,1,1
10.169901,-17.538588,3,3
47.886726,-8.697699,2,2
60.20517,-19.153418,2,2
12.734042,22.769281,1,5
-43.619915,-6.7792587,0,4
38.890713,-12.0357485,3,2
-7.0791163,43.724834,1,5
-34.924877,-15.508373,0,4
7.222838,37.83158,1,5
19.232815,-31.60295,3,2
-33.00703,40.825924,1,1
-35.40884,-51.121174,0,5
54.976845,-18.60619,2,2
4.392763,22.576937,1,5
70.70857,-26.670406,2,2
-10.108862,57.138233,1,1
27.486366,-31.151808,3,3
43.90988,-32.49507,3,2
10.928062,45.662895,1,5
14.652199,30.08102,1,5
-28.763834,-26.347845,0,4
62.87305,-22.300707,2,2
-33.267788,31.332603,1,5
-43.73679,-27.306683,0,4
39.68816,3.671971,2,3
71.4677,-20.214563,2,2
0.4157037,26.65488,1,5
54.23586,7.397904,2,2
-12.40318,-31.92586,0,4
-6.6785183,64.69913,1,1
14.983955,57.00248,1,5
19.353958,28.904419,1,5
42.372982,-13.884963,3,2
16.125475,6.9817233,3,3
-4.0432715,12.033621,1,5
58.949284,-0.2605047,2,2
26.423048,-22.013653,3,2
5.009839,0.4844767,1,3
-25.508492,11.045732,0,1
-46.908607,-30.4825,0,4
-38.73576,-32.623196,0,4
-51.40243,18.546164,1,1
-27.30045,-32.85299,0,1
-33.891415,1.1345893,0,4
35.31159,0.56748384,3,3
45.23868,-27.83456,3,2
-44.798897,-2.6948178,0,1
6.8838344,51.008827,1,1
-1.4067749,14.676601,1,5
20.695732,-18.4993,3,3
-17.894156,65.39968,1,5
-4.6600146,34.711536,1,5
-52.257175,6.0369716,0,1
-10.245821,22.421017,1,1
51.10296,-7.0136633,2,2
44.09829,-7.272143,2,2
-45.19981,11.709017,0,1
-18.275553,17.665516,1,5
9.820658,57.071434,1,5
-33.76249,-33.180424,0,4
-8.783213,68.43818,1,1
-46.50241,-0.21981466,0,4
-23.300306,29.850527,1,1
-19.715689,-14.290011,0,3
-3.60649,-18.423073,3,3
49.555416,-19.90349,3,2
-28.533056,47.9628,1,1
-21.903471,61.31314,1,5
-0.5971087,28.258577,1,5
-11.608983,19.71441,1,5
22.301346,4.2541876,3,3
4.203977,56.837315,1,5
56.3607,8.227606,2,2
1.6769494,28.68777,1,5
-29.584482,-5.3794885,0,5
-6.457889,6.625204,1,3
-20.181297,5.4289923,0,4
90.91764,-7.6785474,2,2
-19.204262,34.11616,1,1
2.4255729,-20.707924,3,3
18.507494,-9.688788,3,3
-39.40878,-19.775715,0,4
-42.104378,2.542224,0,1
51.615116,-18.599276,2,2
-13.214118,-22.128922,0,3
-46.074657,-3.0498235,0,4
11.995822,-3.5458586,3,3
-42.60197,5.381181,0,1
2.4453354,46.265003,1,5
87.83561,-6.336607,2,2
-16.007658,-29.141476,0,3
23.298117,-15.640005,3,3
-42.90337,-35.876965,0,4
63.730602,-17.2061,2,2
14.128595,40.174854,1,5
88.8742,-14.009419,2,2
-27.128643,15.2972355,1,4
-22.412575,-22.864342,0,3
-10.980126,-29.344255,0,3
