tSNE_1,tSNE_2,KMeans_Profile,Customer_Profile
51.953457,2.0754774,2,2
-41.977932,-30.305483,0,4
-42.85507,2.8212345,0,1
-32.144775,-44.410904,0,5
51.25223,-3.9566283,2,2
19.830322,-7.893971,3,3
-28.763416,-5.233143,0,4
-14.420835,47.8328,1,5
43.84981,0.24745065,2,3
-22.989996,-47.346706,0,3
31.683779,-18.449705,3,2
-7.08896,43.026165,1,1
13.84163,-0.8327417,3,3
25.336721,-7.1081285,3,3
-30.26778,-4.055602,0,5
-46.430477,-12.440505,0,4
25.715357,-32.752335,3,3
-7.0015163,65.24823,1,1
44.135845,3.0732937,3,2
-50.189182,-45.409214,0,4
1.8260483,65.775764,1,1
17.81974,-0.91722333,3,3
53.03263,-22.106333,2,2
-22.295052,-25.936281,0,4
65.37757,-13.408466,2,2
42.671013,-10.513231,3,2
-55.06062,14.171864,0,1
24.373898,-5.7961235,3,3
-37.525738,24.646582,1,1
58.368507,-7.272086,2,2
16.132395,-37.588245,3,3
15.086366,-15.356967,3,3
12.636199,-7.2156854,3,2
-28.268291,16.656584,1,1
54.12043,-11.616136,2,2
-24.75869,53.528423,1,1
60.44849,5.714327,2,2
-24.904171,46.987877,1,1
-20.38365,47.57503,1,1
-47.245403,22.608316,1,5
-50.70681,12.922593,0,1
-18.508976,40.05607,1,1
19.76566,-30.794733,3,3
-1.4563267,-41.85537,3,3
62.24589,-27.0706,2,2
67.61294,-3.7830622,2,2
-36.466553,-53.30622,0,4
-44.299522,13.41616,1,5
1.0688807,-21.595203,3,3
-38.605583,-24.914915,0,4
8.155577,25.049736,1,5
-2.3166957,-14.80841,3,3
78.1377,-3.744062,2,2
7.499942,36.2314,1,5
-19.567354,-23.07503,0,3
-58.915806,-14.589631,0,4
-35.87767,-19.578842,0,4
-48.62602,26.538994,1,1
-6.7494907,64.12132,1,5
1.041672,47.311207,1,5
38.639492,-30.399467,3,2
21.904467,-7.2773805,3,3
83.366035,-9.768568,2,2
-4.832924,67.36229,1,5
-15.491089,38.03197,1,1
15.598514,52.263847,1,5
-29.545357,-2.0589092,0,5
2.8001485,-22.935915,3,3
-54.812042,-26.460312,0,4
65.96885,3.2207441,2,2
-34.527252,-43.206474,0,5
-30.118666,-36.912567,0,4
-25.547161,-0.8516329,0,5
3.728451,17.154348,1,5
-40.181152,12.350429,0,1
-19.226482,-32.56283,0,4
54.6121,-25.62785,2,2
4.7389264,52.902546,1,5
-43.48509,-35.77081,0,4
9.082668,54.116783,1,5
-28.443638,60.358852,1,1
2.8276448,34.14482,1,5
-3.9896364,-11.714081,3,3
-33.74101,-16.823372,0,4
6.5513,24.054426,1,5
4.5277433,-0.8401674,1,3
-9.830201,24.196,1,1
56.45374,-25.014095,2,2
-5.5250916,67.20008,1,1
-11.528793,26.306963,1,1
-48.903183,-23.474405,0,4
5.503747,65.361755,1,1
-0.6176372,55.044254,1,1
47.743443,-25.718142,3,2
-10.592285,56.47769,1,1
-35.05655,-50.084873,0,4
-39.74783,20.563263,1,1
29.742216,-22.714308,3,2
5.4638753,58.589264,1,1
24.188576,-2.1871195,3,3
27.093357,-14.900056,3,3
24.341364,-29.543314,3,3
-0.46163127,29.366293,1,5
-30.828741,21.086313,1,1
-48.80759,11.202744,0,1
45.59737,-15.460603,2,2
26.94274,-1.7086962,3,3
51.21685,-8.219843,2,2
14.740923,-0.64786285,3,3
7.400843,24.733698,1,5
30.401152,-12.563672,3,3
30.226683,8.695342,3,2
14.844365,-4.443957,3,3
-34.581146,-41.360306,0,5
52.97632,3.986728,2,2
-50.637676,9.820375,0,1
-16.718384,4.001412,0,4
49.57562,-31.308146,3,2
-20.981718,-26.3916,0,4
28.730927,-24.364937,3,3
-21.309889,-23.998379,0,3
30.169592,8.514267,3,2
68.1412,-10.202479,2,2
-10.004618,-19.715263,0,3
8.865074,37.853992,1,5
-33.026527,-50.803837,0,4
-2.6617434,66.50929,1,1
20.149626,-34.875492,3,3
49.993813,-20.529951,3,2
1.7053337,49.767094,1,1
21.742579,-29.040838,3,2
20.178102,44.57175,1,5
-42.30431,-50.400906,0,4
-4.1067815,11.623449,1,5
-3.5187068,31.603611,1,5
-49.26465,-11.385769,0,4
-18.996845,62.326904,1,1
-18.425148,18.825474,1,1
26.078524,0.023667036,3,3
-29.677534,-12.771439,0,4
55.6094,-31.309113,2,2
18.951767,55.269733,1,5
-24.415434,36.03094,1,1
-30.44157,48.141018,1,1
-33.60751,-14.314337,0,1
-25.624762,47.10026,1,1
1.791627,42.77203,1,5
-0.4846184,26.043617,1,5
-1.5172126,37.607277,1,5
81.26457,-3.1752467,2,2
-52.846703,-42.832474,0,4
-25.602728,-21.885836,0,4
19.889257,-24.041561,3,3
30.683126,-18.97284,3,2
28.517607,-25.592993,3,3
72.99552,-6.0970116,2,2
14.856571,22.485397,0,5
-10.5608,63.288094,1,1
11.419933,43.00727,1,5
-3.3814986,-29.76835,3,3
39.050194,-35.633305,3,2
-30.18197,-15.860437,0,4
-1.366637,-19.947384,3,3
9.685827,59.935642,1,1
-49.46532,33.72694,1,5
16.796925,-11.14198,3,3
-5.1442614,-11.915353,3,3
21.50563,-7.9333625,3,3
-19.71519,35.384117,1,5
-30.69704,59.668907,1,1
85.6196,-15.567901,2,2
58.064747,7.4337645,2,2
-49.04341,-38.67684,0,4
-44.196136,-32.370697,0,4
-9.283889,0.8750734,0,5
-43.304443,13.433307,1,5
33.795013,-32.713127,3,2
36.394146,-32.25064,3,2
15.829215,47.742577,1,5
2.0103056,-29.761019,3,3
56.947666,7.796428,2,2
-46.083332,1.785657,0,4
-13.7337265,40.701412,1,5
-17.664505,30.43796,1,1
-41.092735,-30.596699,0,4
-41.87657,-47.724373,0,4
-49.151165,-23.1883,0,4
-45.86638,1.112716,0,1
-26.280363,-51.935497,0,4
-20.317335,-56.630783,0,4
-35.359367,49.227997,1,5
25.522825,-28.375925,3,3
-13.694388,-45.83072,0,4
14.196667,26.329733,1,5
-36.127922,-50.78965,0,4
74.147964,-21.803947,2,2
21.705196,44.574154,1,5
67.787994,-22.752466,2,2
-5.0050035,59.431023,1,1
30.42614,-38.413418,3,3
72.16781,-21.184431,2,2
-54.337135,-18.503113,0,4
58.096806,-8.423454,2,2
8.421953,3.1250105,3,3
-12.01371,-26.963047,0,4
-33.84692,13.004349,0,1
-22.44554,61.97799,1,1
-51.29431,-35.982563,0,4
-35.68842,44.273552,1,1
71.217735,-18.302944,2,2
89.99219,-12.27439,2,2
3.9654448,-12.473946,3,3
-37.990246,8.930599,0,1
-55.955135,-12.855596,0,4
-9.280501,58.086376,1,5
2.7117445,18.431198,1,5
-17.077682,-39.322006,0,4
-2.49895,-41.09723,3,3
-1.6452353,56.348503,1,5
-8.695438,-17.965183,3,3
-41.515987,-37.328846,0,4
-37.35361,-51.243114,0,4
-30.181807,-42.422638,0,4
-27.56827,29.98721,1,5
-35.125156,40.092133,1,1
-20.620132,-44.286095,0,4
37.1311,-27.135502,3,2
-43.71699,34.552742,1,1
-19.111406,54.67275,1,1
14.71324,48.572807,1,2
-22.561035,-43.98497,0,4
57.467087,-22.402067,2,2
6.6472797,50.27282,1,5
-53.9397,15.465681,0,5
18.62791,22.479427,3,5
-19.858385,-56.426907,0,5
-36.96464,0.5725948,0,1
81.45882,-17.056446,2,2
-14.2246475,6.6029744,0,5
-49.512222,35.708324,1,1
20.824593,43.97002,1,5
8.093005,49.37218,1,5
-2.1953146,54.35021,1,1
-58.036648,-19.740112,0,4
13.878615,27.203129,1,5
76.85608,-3.34377,2,2
8.051841,19.541002,0,5
29.96662,-33.83069,3,3
87.94105,-7.0467167,2,2
65.41836,1.4769477,2,2
3.7941122,20.274174,1,5
19.65945,-16.663965,3,2
-2.320619,-36.211735,0,3
6.6602707,26.817566,1,5
58.947926,-28.994978,2,2
4.1711283,23.672642,1,5
-24.598515,-28.860483,0,4
8.71602,-23.795204,3,3
-55.143944,-35.114037,0,4
51.612877,3.572947,2,2
18.272417,-26.894016,3,3
59.841587,-20.218946,2,2
-17.745617,-45.488163,0,4
-36.816433,-46.026684,0,4
16.240557,21.26329,1,5
11.742186,40.01177,1,5
-51.437145,2.7398431,0,4
-20.67155,54.078102,1,1
-2.815692,-41.261948,3,3
1.7448087,28.168486,1,5
42.216568,-13.78566,3,2
-35.667683,-13.123087,0,4
-44.77901,12.682482,0,1
1.0030198,-31.941769,3,3
-35.854656,-21.773647,0,4
1.0114781,49.689167,1,5
-1.0715475,27.470572,1,5
50.96467,-16.82526,2,2
16.734293,-35.34044,3,3
-6.9846826,15.461694,1,5
-23.038963,-39.514706,0,4
1.49168,-30.756235,3,3
-34.658123,-47.678204,0,4
-10.000866,43.07298,1,1
-49.70927,10.474861,0,1
57.46845,4.099286,2,2
70.473434,-22.361532,2,2
16.261137,-25.441193,3,3
-23.939476,35.355583,1,5
-30.990143,-18.957603,0,4
29.950045,9.174374,3,2
-54.3776,-32.4923,0,4
-37.563576,-23.89086,0,4
51.796684,-13.601367,2,2
26.605112,-21.829247,3,2
-46.55712,13.33793,0,1
-51.543827,-36.32621,0,4
41.219994,-29.937931,3,2
-37.23279,34.89305,1,1
-30.243212,-6.5830708,0,1
11.392454,-16.180994,3,3
-24.635317,-20.260733,0,4
-34.971176,37.697124,1,1
-42.303444,-42.525177,0,4
-39.12999,-39.909157,0,4
2.95153,47.81433,1,5
82.44124,-5.3201222,2,2
2.0253043,-32.44949,3,3
-40.4689,-35.953186,0,4
9.453897,32.33971,1,5
-41.032906,-31.079504,0,4
49.401638,-30.996674,3,2
-16.21126,-14.233874,0,4
-45.735435,-41.83651,0,4
-58.601376,-18.292006,0,4
-28.226528,20.559961,1,1
-23.173515,41.06777,1,5
-44.42379,5.797884,0,1
-47.62858,-8.724584,0,4
64.18726,3.1158779,2,2
87.9572,-10.596504,2,2
78.40159,-9.645694,2,2
1.0665333,36.487648,1,1
15.619209,51.443245,1,5
55.557507,-15.272042,2,2
-32.09463,50.31855,1,1
9.299823,48.415718,1,5
26.98641,-35.611626,3,3
-25.666348,-50.768826,0,4
29.346199,-17.632843,3,3
16.539799,-10.30237,3,3
-39.757988,-47.39318,0,4
-0.8017981,-39.310925,0,3
86.76311,-17.60174,2,2
-9.308058,-20.308083,0,3
56.343365,-14.754827,2,2
-0.15458305,-19.851492,3,3
-10.336639,30.662422,1,5
-45.984863,1.1012117,0,1
8.362308,25.264524,1,5
-45.87216,-44.482613,0,4
63.093163,-21.776335,2,2
75.64333,-21.490854,2,2
-25.428413,-29.972723,0,4
-35.608143,-38.001476,0,3
-23.770065,-44.35825,0,4
38.485477,-34.78054,3,2
83.966515,-11.321924,2,2
-0.8595245,26.71274,1,5
-14.078232,-33.29983,0,4
-4.8148212,51.3455,1,5
42.368958,-11.590623,3,2
-34.337982,5.674515,0,1
26.235796,-16.881065,3,3
-30.885742,-8.760263,0,4
-10.071037,34.408554,1,1
17.67749,-21.329317,3,3
-0.41283166,66.01205,1,1
21.439425,7.0511084,3,3
-19.323526,30.841518,1,5
-49.141914,31.201248,1,1
-10.647858,-43.680454,3,3
-34.52399,-41.0944,0,4
50.43828,-28.969063,2,2
-42.143124,-50.331375,0,4
-53.979992,-26.247913,0,4
-10.2743225,25.549238,1,5
42.21183,-11.567678,3,2
-1.4286016,-38.513317,0,3
58.00427,-1.0287948,2,2
-35.71098,-51.19905,0,5
-36.088852,12.768136,0,5
-50.99896,-2.7708645,0,4
88.86319,-8.308462,2,2
4.99759,-29.54477,3,3
-2.21319,-34.302013,0,3
-57.292297,-34.683327,0,4
30.110672,-26.83538,3,2
3.417786,-35.52092,3,3
-24.465641,18.647074,1,1
20.58854,-31.467758,3,2
-23.672304,-47.60379,0,4
-55.029472,14.23447,0,4
82.72218,-15.51117,2,2
66.66117,-5.2183394,2,2
60.449474,4.1678767,2,2
35.664433,-9.605654,3,2
-52.490536,-41.473515,0,4
-45.422096,30.530241,1,1
11.735591,40.097942,1,5
-24.258507,2.060016,0,1
-31.906925,49.695995,1,1
-33.6803,-32.95911,0,4
-43.89553,-27.167734,0,4
34.564686,-30.643284,3,2
-17.712828,41.09117,1,5
63.978786,-1.0714903,2,2
58.61751,-8.061147,2,2
-34.016476,28.912271,1,1
-47.315987,-42.532597,0,4
18.98178,-0.20710237,3,3
-25.481668,64.91914,1,1
25.878563,7.579996,3,3
-21.043253,-23.131145,0,3
25.534437,-0.19858366,3,3
6.249773,-21.568203,3,3
40.848225,3.5376542,2,3
-27.970884,49.71641,1,5
38.762836,-13.99627,3,3
-19.856009,0.931066,0,1
-12.000352,35.38355,1,5
-16.563702,24.968248,1,1
73.41877,-11.624676,2,2
-3.3157845,-32.20022,3,2
-19.542013,-44.08544,0,4
-40.52021,27.385805,1,1
-3.1492598,58.625553,1,1
-51.18053,23.375914,1,1
-44.136993,-37.50305,0,4
-56.190147,-20.091463,0,4
-25.609959,-34.755848,0,5
-4.529588,13.448781,1,5
-33.89958,25.036303,1,1
-52.36499,-41.20609,0,4
17.866657,21.322353,1,5
57.13649,-1.8641497,2,2
13.404938,20.029665,1,5
67.7099,-28.149265,2,2
-10.204039,-45.07595,0,3
-27.982058,16.853794,1,1
7.7338576,26.574358,1,5
19.683779,4.271661,3,3
14.333254,-36.15411,3,3
53.50608,4.495944,2,2
21.405502,-25.729774,3,3
-21.20671,1.492866,0,5
-35.442444,11.191262,1,1
-0.8970818,65.886215,1,1
-58.685024,-18.872498,0,4
5.2066593,31.035944,1,5
3.2962897,29.550497,1,5
-35.720886,13.84806,1,1
13.6466,56.222416,1,5
74.87034,-15.425912,2,2
62.91213,-28.36561,2,2
12.235902,58.69705,1,5
-32.031075,13.4253645,1,1
-1.9454423,54.047485,1,1
18.03464,-5.4417605,3,3
24.252031,-36.89511,3,3
-36.688644,-7.6087456,0,4
-1.6255904,57.47905,1,1
15.516746,55.755783,1,5
24.628994,-27.161787,3,2
-28.210373,-55.317516,0,4
-22.466766,-45.764927,0,4
0.7743811,-41.015003,3,2
0.27982876,-21.004921,3,3
61.03685,-3.3426335,2,2
-52.8529,-42.920002,0,4
60.21789,-22.91936,2,2
-19.403631,52.195953,1,5
-30.475992,-24.01029,0,4
7.3170514,63.44834,1,5
-50.623928,-13.682351,0,4
-28.172277,11.767121,1,5
-42.02775,2.9333656,0,1
-20.11026,44.586845,1,1
-8.069118,-26.47293,0,3
21.929317,-9.584974,3,3
11.89076,58.243935,1,5
-47.779938,-25.145802,0,4
15.952107,-16.265898,3,3
-37.98731,-46.57074,0,4
22.675665,-30.572218,3,3
10.981949,6.002272,3,3
-42.929188,-43.57862,0,4
1.0565547,16.480944,1,5
-34.249046,-18.325949,0,4
-45.399452,-38.66629,0,4
19.467173,-18.67021,3,3
-45.583195,-9.221695,0,3
-9.079056,42.285408,1,5
-39.47292,-21.983156,0,4
-34.96831,39.875538,1,1
0.2733561,60.64448,1,1
-40.23526,-51.122772,0,4
-34.375954,-46.460403,0,4
-31.718939,-36.04253,0,4
-0.44749227,33.329315,1,5
-19.846718,-14.048221,0,3
84.643265,-8.344951,2,2
-18.518488,36.31381,1,1
27.265324,5.1016235,3,3
-50.673935,23.754126,1,1
-38.802425,-39.86357,0,4
-15.624271,30.751596,1,1
77.92746,-21.609291,2,2
-13.02688,-45.07922,0,3
-37.25491,-5.6337914,0,5
-19.32165,65.10442,1,1
17.916216,44.000477,1,5
46.580368,-6.4412365,2,2
51.948822,-16.297894,2,2
9.219396,45.70003,1,5
-43.81005,-25.221338,0,4
39.265446,-34.902706,3,2
15.742175,-1.548921,3,3
-38.406017,27.079254,1,1
-16.561228,24.027752,1,5
-18.767504,-43.282093,0,3
12.563078,-5.9107704,3,3
-3.2340202,-10.590749,1,3
-16.52433,55.464817,1,1
-40.262283,26.498264,1,1
15.055748,36.828632,1,5
-6.0501556,63.374104,1,1
-47.225388,-7.788957,0,4
-47.423466,15.409217,1,5
12.446045,-3.9972544,3,3
12.45156,56.57002,1,5
-12.0011015,62.062828,1,5
-9.611078,65.69724,1,1
-44.318764,3.8160748,0,4
-19.723667,42.13139,1,1
7.93252,37.94575,1,5
78.219986,-6.7288814,2,2
-16.607904,50.275585,1,1
52.57507,-5.9245872,2,2
-5.0001144,-38.87326,0,3
-19.664223,43.79706,1,5
8.379966,-12.2881365,3,3
-8.380822,-31.549726,0,3
12.808237,-18.780638,3,3
-42.664665,-25.467823,0,4
-38.099697,17.808243,1,1
-39.944077,30.051132,1,1
30.545567,-13.742828,3,3
-40.615974,-31.465443,0,4
-28.0862,-46.32934,0,4
-3.5005736,-41.46587,3,3
9.914212,39.693924,1,5
3.9484308,-8.1890745,3,3
69.52947,-0.49727798,2,2
15.328834,28.388672,1,5
60.212074,-30.483887,2,2
19.147331,35.21876,1,5
-37.046463,-53.02874,0,4
6.842183,58.712234,1,5
62.669823,-25.427526,2,2
-36.890854,14.3230915,0,5
-7.936204,-31.162548,3,3
61.74679,3.1218634,2,2
-22.800756,-35.800312,0,4
-7.0968804,57.924767,1,1
4.1984906,-6.1311646,3,3
49.483437,2.2148871,2,2
-16.934324,-14.113454,0,4
27.172201,-31.852009,3,3
-35.628662,-49.886993,0,4
-55.386395,-11.884975,0,4
2.4775136,-14.590413,3,3
-0.44485477,21.134756,1,5
5.8536835,-24.525087,3,3
-48.017567,5.041321,0,4
-32.426388,39.640995,1,1
-7.848265,30.105259,1,5
20.318583,-0.5651156,3,3
-39.390564,-6.3238163,0,4
-54.009983,-7.905659,0,1
-22.340202,-53.751476,0,4
68.26762,-15.017288,2,2
-44.311848,-33.608097,0,4
-44.530254,-29.391727,0,4
0.57592964,-17.830627,3,3
-55.432285,-35.354454,0,4
-14.664773,4.543561,0,5
16.27499,27.648935,1,5
12.23343,-33.147232,3,3
19.699934,-5.6355567,3,3
3.5825036,41.5684,1,5
-18.561975,62.116737,1,1
-17.16089,-33.88516,0,4
19.032358,45.873875,1,5
11.369771,63.390854,1,5
-13.011007,53.05659,1,1
87.171196,-15.744679,2,2
-4.1339073,35.708935,1,5
37.94051,-17.107813,3,3
-14.03468,-35.76054,0,4
-26.621967,36.338085,1,1
0.8330188,-13.483908,3,3
-32.764748,32.918964,1,1
12.911507,3.4419887,3,3
35.356216,-9.080428,3,2
-25.380608,51.545937,1,1
-52.733654,20.197515,1,1
-15.225322,-53.282753,0,4
63.186733,-22.079485,2,2
-14.278549,-46.477425,0,4
60.88542,-7.0949187,2,2
-10.808241,44.502438,1,5
34.78676,-1.1119922,3,2
62.85867,-11.937738,2,2
-57.99462,-18.354746,0,4
-2.366257,60.629745,1,1
-19.11211,-53.68916,0,4
12.959665,65.55491,1,5
-2.7085893,54.255714,1,5
15.797126,32.128044,1,5
29.21098,-23.469995,3,3
-25.755945,-20.011396,0,4
-20.092707,-24.108366,0,3
-9.938904,59.233574,1,1
-32.388283,22.119324,1,1
-46.549545,-49.20653,0,4
-8.433306,55.42514,1,1
64.47701,4.4744887,2,2
4.154722,20.826937,1,5
-14.384437,56.765076,1,1
-21.669014,-38.565746,0,4
18.233408,-34.714764,3,3
26.31689,-5.5711026,3,3
50.82366,-8.158089,2,2
86.653694,-17.352465,2,2
86.02631,-16.77028,2,2
49.24035,-12.951503,2,2
-21.365881,-27.212748,0,4
6.0898585,1.8748753,1,1
-17.27677,51.840416,1,1
18.130314,34.06983,1,5
36.251137,2.7270994,3,3
-24.551933,-19.771957,0,3
-19.346533,-13.513876,0,3
-28.038162,-2.8300107,0,1
-31.947454,-13.979486,0,4
-39.90635,35.51986,1,5
-47.382874,-23.720917,0,3
-33.179596,-46.67788,0,4
19.335835,55.393322,1,5
-4.884987,66.60207,1,1
-32.246094,42.52581,1,1
-27.278736,-42.24886,0,4
-13.643631,22.327824,1,5
-20.062908,58.34551,1,1
-32.85633,56.856724,1,1
36.841843,-38.361202,3,2
-0.2898889,-29.689692,3,3
79.69255,-9.144857,2,2
10.716269,-15.418237,3,3
18.490976,-7.4854417,3,3
-15.320626,-39.35403,0,4
51.12699,-12.886939,2,2
7.0702133,17.597725,0,5
-11.180871,60.694466,1,1
-20.281248,-0.75442207,0,1
-58.39645,-16.963148,0,4
3.6914356,-28.369576,3,3
19.11188,6.889146,3,3
-32.21958,26.103695,1,1
-22.92599,11.482682,1,1
26.016518,-18.295628,3,3
-54.25743,-32.641445,0,4
4.1924973,43.595543,1,1
23.558949,-17.091751,3,3
79.762146,-18.886763,2,2
-26.723484,-44.207912,0,4
-40.540188,-27.238493,0,4
63.317924,1.4379843,2,2
-56.90872,-32.39121,0,4
-6.5271883,-24.75289,3,3
-45.85382,-12.214193,0,4
-44.95933,-46.15077,0,4
-12.439195,67.04489,1,5
-9.896939,7.4144106,1,5
-18.454786,-18.229208,0,3
19.345827,4.0505395,3,3
-52.055164,-1.5108576,0,1
-6.4495187,-14.871723,3,3
-5.647626,12.638083,1,5
-48.905933,-39.043076,0,5
-19.210463,-14.653616,0,3
1.6350018,39.552048,1,5
-13.701812,23.202503,1,1
-24.79253,44.421925,1,5
-29.628862,33.725483,1,1
-14.649988,-2.1038089,0,4
17.954247,44.006386,1,5
8.432838,-12.877437,3,3
1.5996975,52.206375,1,5
44.68831,-0.5825087,2,3
-48.977474,-12.535795,0,4
16.438387,-13.934688,3,3
-29.138195,-45.38838,0,4
-58.169037,-16.19547,0,4
36.04262,-18.152193,3,2
-1.2736207,62.060333,1,1
23.895443,-24.893156,3,3
-17.315649,37.00324,1,1
-37.46497,-26.379992,0,4
21.287443,0.28373492,3,3
-50.502865,22.55769,1,1
-8.205237,-30.346281,0,3
22.984644,42.1598,1,5
-38.92127,18.857517,1,1
87.40066,-7.171543,2,2
5.178337,54.39109,1,1
-4.525795,10.319117,1,3
-38.74951,10.008676,0,1
3.4678335,68.56227,1,5
-3.1542265,16.613205,1,5
62.32091,6.1207256,2,2
-45.91031,-5.4374156,0,4
-3.9676878,-11.529973,0,3
-21.97393,-47.836716,0,3
-48.55472,-19.201502,0,4
73.29865,-21.607597,2,2
-45.06572,14.509337,1,1
-12.456825,54.883656,1,1
-60.557808,-22.47959,0,4
17.899504,22.039398,1,5
-6.430317,59.014576,1,1
-30.658934,31.658785,1,5
-14.087347,-33.26476,0,4
-26.323376,-45.246677,0,4
-23.174664,-47.67365,0,4
-41.46001,-43.250008,0,4
-46.01843,40.259148,1,1
59.44972,-4.083701,2,2
29.340427,5.0912538,3,3
-27.862736,-5.0374107,0,5
-46.08788,10.0644455,0,5
-44.759487,11.985727,0,5
6.3720016,49.491764,1,5
-0.800074,50.44472,1,1
-7.2746572,15.901848,1,5
-31.106977,8.768876,0,5
-40.5565,-50.163456,0,4
26.565855,-19.736378,3,2
6.6853285,45.380123,1,5
9.299546,58.622486,1,5
-38.804157,-44.8766,0,4
-14.442331,51.356483,1,1
-59.157322,-25.10088,0,4
-0.22928777,33.21754,1,5
56.25114,-24.473488,2,2
-7.7487698,28.47735,1,1
25.996496,-18.425009,3,3
-24.783615,-28.47057,0,4
55.480877,-26.914532,2,2
2.9270868,-29.542688,3,3
83.2712,-13.023427,2,2
-56.507385,-8.373641,0,4
-3.438139,26.735586,1,1
72.86964,-23.67584,2,2
-40.438175,34.03592,1,1
-11.736938,6.1959424,0,5
-35.42516,52.4202,1,1
-18.461473,21.525364,1,5
-6.020701,63.75739,1,1
-35.750553,30.381649,1,1
-53.249023,-38.55078,0,4
-33.50548,34.876564,1,1
27.731407,-16.046114,3,3
64.46505,-29.250689,2,2
16.647057,-14.657864,3,3
8.242201,-17.422518,3,3
28.243544,6.8074627,3,3
7.844253,22.942757,1,5
55.931587,1.5221101,2,2
15.616527,-28.971571,3,3
-49.755474,1.9960586,0,1
-17.991835,53.077545,1,1
-39.97433,26.943619,1,1
-3.2868671,-13.143955,3,3
12.896914,26.871248,1,5
4.998868,0.689999,1,1
63.159103,-30.74179,2,2
-12.016434,-0.81023496,0,5
32.93565,4.8862343,3,3
-30.652424,14.664933,1,2
15.321511,50.24355,1,5
-13.06772,34.638565,1,5
-14.40127,24.042778,1,5
-13.640558,29.339745,1,5
-37.802433,12.817032,1,1
-46.068104,28.03045,1,1
56.694508,-11.785588,2,2
79.15073,-10.134781,2,2
85.26718,-5.150459,2,2
31.38976,3.3057113,3,3
63.736927,-18.952406,2,2
-58.083813,-15.103977,0,4
54.10441,2.4512417,2,2
-26.618456,-20.364403,0,5
22.471727,-8.975721,3,3
-24.454317,40.680164,1,5
28.141628,-1.8861734,3,3
-14.850009,11.902343,1,1
-28.813667,-25.195108,0,3
-31.546223,25.847237,1,1
-39.419434,35.043877,1,1
-31.424425,-50.349907,0,4
10.960606,-19.993168,3,3
-38.150383,23.760967,1,1
88.23861,-12.99029,2,2
-36.82653,-55.151745,0,4
49.944897,1.8688754,2,2
26.551296,-20.381165,3,3
20.099667,49.106846,1,5
-25.696678,57.084335,1,1
-7.4007816,65.59162,1,1
-52.18775,3.839574,0,4
66.082924,-12.74768,2,2
-2.509954,-11.982051,3,3
53.20047,-6.4059863,2,2
-25.653425,-27.416063,0,4
-37.469406,47.746666,1,1
-40.401497,43.52612,1,1
-1.452645,50.271393,1,1
48.566574,-29.372585,3,2
-10.686185,42.470284,1,1
-50.50338,26.693274,1,4
8.562257,27.859402,1,5
-31.031118,37.766552,1,1
27.984692,-21.06071,3,2
54.609592,-1.3854848,2,2
49.115055,-25.077824,2,2
-47.211487,10.741579,0,1
40.179287,-37.239258,3,2
21.005802,-32.44777,3,2
19.914886,-33.33193,3,2
4.110474,-28.460222,3,3
15.256704,-17.394653,3,3
-19.213034,17.706387,1,1
-46.454437,5.1864004,0,1
6.927806,27.36986,1,5
-25.884535,-2.2116678,0,5
7.596075,-33.414776,3,3
-12.208375,60.46431,1,1
-3.9037483,-19.76053,3,3
61.851433,-11.478247,2,2
-11.814747,57.526947,1,1
-25.333668,-3.9114301,0,5
-42.298306,-8.054864,0,4
-39.40688,12.029287,0,1
6.386616,57.357456,1,5
34.944866,-34.059006,3,2
40.100986,3.7227113,2,3
6.3397045,-34.846523,3,3
-8.848037,59.049854,1,1
-4.595231,-19.430145,0,4
27.175379,0.02145226,3,3
4.7482514,48.62588,1,5
41.585968,-6.5271096,2,2
-59.393227,-24.050016,0,4
-18.052233,39.590523,1,1
-31.120792,-12.815641,0,4
37.232037,-15.61581,3,3
57.136784,-9.92134,2,2
-11.361744,26.54614,1,5
38.022884,-8.928644,3,2
-14.850809,31.300339,1,5
8.03813,-26.284193,3,4
-30.253105,-42.9047,0,4
-11.658722,55.201443,1,1
-44.088512,12.203619,0,1
71.18845,-5.052578,2,2
-46.4008,11.569995,0,1
43.500767,-0.5106546,3,3
20.51299,42.390545,1,5
55.874313,-31.427143,2,2
54.297382,-15.017832,2,2
-4.356976,64.539246,1,1
34.851433,4.196384,3,3
-8.575113,69.13325,1,5
83.14076,-15.521321,2,2
50.25093,-13.280752,2,2
28.799288,3.8518417,3,3
-49.49068,35.507492,1,1
-39.87729,5.3286996,0,1
-0.53905046,54.87342,1,5
41.30773,-16.228256,3,2
15.421352,54.17793,1,5
3.852971,17.106462,1,5
-34.81082,-1.9084389,0,4
58.620052,-23.224966,2,2
9.256617,46.789444,1,5
-32.485622,30.37132,1,1
-27.480623,29.593723,1,5
1.9127266,58.83728,1,1
24.106834,-24.930853,3,3
-46.038433,-36.457817,0,4
-8.295534,-33.43229,0,3
8.997682,33.96397,1,5
5.182268,-14.610766,3,3
24.166555,-2.060147,3,3
27.148727,-2.2894804,3,3
-18.12319,15.072335,1,5
-28.74191,53.463425,1,1
-49.593956,33.894016,1,1
42.44194,-10.697094,3,2
5.523354,43.690845,1,5
2.903007,66.81417,1,5
12.771279,47.80567,1,5
-40.400658,20.957918,1,1
-38.93174,-24.92232,0,4
-40.770046,36.77901,1,1
1.4351724,44.46503,1,5
11.799287,-28.298288,3,3
